case,event
case1021,C
case1021,E
case1021,H
case1021,G
case1021,J
case1021,R
case1021,T
case1021,W
case1021,S
case1021,K
case1021,L
case1021,O
case1021,P
case1021,R
case1021,S
case1021,K
case1021,L
case1021,O
case1021,Q
case1021,Z
case1022,A
case1022,B
case1022,C
case1022,D
case1022,F
case1022,B
case1022,C
case1022,E
case1022,H
case1022,G
case1022,J
case1022,R
case1022,T
case1022,W
case1022,S
case1022,K
case1022,N
case1022,R
case1022,T
case1022,W
case1022,S
case1022,K
case1022,L
case1022,O
case1022,Q
case1022,Z
case1023,A
case1023,B
case1023,C
case1023,D
case1023,F
case1023,B
case1023,C
case1023,E
case1023,H
case1023,G
case1023,J
case1023,R
case1023,T
case1023,W
case1023,S
case1023,K
case1023,N
case1023,R
case1023,S
case1023,K
case1023,L
case1023,M
case1023,L
case1023,O
case1023,Q
case1023,Z
case1024,A
case1024,B
case1024,C
case1024,D
case1024,F
case1024,B
case1024,C
case1024,E
case1024,H
case1024,G
case1024,J
case1024,R
case1024,T
case1024,W
case1024,S
case1024,R
case1024,T
case1024,W
case1024,S
case1024,K
case1024,L
case1024,M
case1024,L
case1024,O
case1024,Q
case1024,Z
case1025,A
case1025,B
case1025,C
case1025,D
case1025,F
case1025,B
case1025,C
case1025,E
case1025,H
case1025,G
case1025,J
case1025,R
case1025,T
case1025,W
case1025,S
case1025,R
case1025,T
case1025,W
case1025,S
case1025,K
case1025,N
case1025,K
case1025,L
case1025,O
case1025,Q
case1025,Z
case1026,A
case1026,B
case1026,C
case1026,D
case1026,F
case1026,B
case1026,C
case1026,E
case1026,H
case1026,G
case1026,J
case1026,R
case1026,T
case1026,W
case1026,S
case1026,R
case1026,S
case1026,K
case1026,L
case1026,M
case1026,N
case1026,K
case1026,L
case1026,O
case1026,Q
case1026,Z
case1027,A
case1027,B
case1027,C
case1027,D
case1027,F
case1027,B
case1027,C
case1027,E
case1027,H
case1027,G
case1027,J
case1027,R
case1027,T
case1027,W
case1027,S
case1027,R
case1027,S
case1027,K
case1027,L
case1027,O
case1027,P
case1027,K
case1027,L
case1027,O
case1027,Q
case1027,Z
case1028,A
case1028,B
case1028,C
case1028,D
case1028,F
case1028,B
case1028,C
case1028,E
case1028,H
case1028,G
case1028,J
case1028,R
case1028,T
case1028,W
case1028,S
case1028,R
case1028,S
case1028,K
case1028,N
case1028,K
case1028,L
case1028,M
case1028,L
case1028,O
case1028,Q
case1028,Z
case1029,A
case1029,B
case1029,C
case1029,D
case1029,F
case1029,B
case1029,C
case1029,E
case1029,H
case1029,G
case1029,J
case1029,R
case1029,S
case1029,K
case1029,L
case1029,M
case1029,N
case1029,R
case1029,T
case1029,W
case1029,S
case1029,K
case1029,L
case1029,O
case1029,Q
case1029,Z
case1030,A
case1030,B
case1030,C
case1030,D
case1030,F
case1030,B
case1030,C
case1030,E
case1030,H
case1030,G
case1030,J
case1030,R
case1030,S
case1030,K
case1030,L
case1030,O
case1030,P
case1030,R
case1030,T
case1030,W
case1030,S
case1030,K
case1030,L
case1030,O
case1030,Q
case1030,Z
case1031,A
case1031,B
case1031,C
case1031,D
case1031,F
case1031,B
case1031,C
case1031,E
case1031,H
case1031,G
case1031,J
case1031,R
case1031,S
case1031,K
case1031,N
case1031,R
case1031,T
case1031,W
case1031,T
case1031,W
case1031,S
case1031,K
case1031,L
case1031,O
case1031,Q
case1031,Z
case1032,A
case1032,B
case1032,C
case1032,D
case1032,F
case1032,B
case1032,C
case1032,E
case1032,H
case1032,G
case1032,J
case1032,R
case1032,S
case1032,K
case1032,N
case1032,R
case1032,T
case1032,W
case1032,S
case1032,K
case1032,L
case1032,M
case1032,L
case1032,O
case1032,Q
case1032,Z
case1033,A
case1033,B
case1033,C
case1033,D
case1033,F
case1033,B
case1033,C
case1033,E
case1033,H
case1033,G
case1033,J
case1033,R
case1033,S
case1033,R
case1033,T
case1033,W
case1033,T
case1033,W
case1033,S
case1033,K
case1033,L
case1033,M
case1033,L
case1033,O
case1033,Q
case1033,Z
case1034,A
case1034,B
case1034,C
case1034,D
case1034,F
case1034,B
case1034,C
case1034,E
case1034,H
case1034,G
case1034,J
case1034,R
case1034,S
case1034,R
case1034,T
case1034,W
case1034,T
case1034,W
case1034,S
case1034,K
case1034,N
case1034,K
case1034,L
case1034,O
case1034,Q
case1034,Z
case1035,A
case1035,B
case1035,C
case1035,D
case1035,F
case1035,B
case1035,C
case1035,E
case1035,H
case1035,G
case1035,J
case1035,R
case1035,S
case1035,R
case1035,T
case1035,W
case1035,S
case1035,K
case1035,L
case1035,M
case1035,N
case1035,K
case1035,L
case1035,O
case1035,Q
case1035,Z
case1036,A
case1036,B
case1036,C
case1036,D
case1036,F
case1036,B
case1036,C
case1036,E
case1036,H
case1036,G
case1036,J
case1036,R
case1036,S
case1036,R
case1036,T
case1036,W
case1036,S
case1036,K
case1036,L
case1036,O
case1036,P
case1036,K
case1036,L
case1036,O
case1036,Q
case1036,Z
case1037,A
case1037,B
case1037,C
case1037,D
case1037,F
case1037,B
case1037,C
case1037,E
case1037,H
case1037,G
case1037,J
case1037,R
case1037,S
case1037,R
case1037,T
case1037,W
case1037,S
case1037,K
case1037,N
case1037,K
case1037,L
case1037,M
case1037,L
case1037,O
case1037,Q
case1037,Z
case1038,A
case1038,B
case1038,C
case1038,D
case1038,F
case1038,B
case1038,C
case1038,E
case1038,H
case1038,G
case1038,J
case1038,K
case1038,L
case1038,M
case1038,N
case1038,R
case1038,T
case1038,W
case1038,T
case1038,W
case1038,S
case1038,K
case1038,L
case1038,O
case1038,Q
case1038,Z
case1039,A
case1039,B
case1039,C
case1039,D
case1039,F
case1039,B
case1039,C
case1039,E
case1039,H
case1039,G
case1039,J
case1039,K
case1039,L
case1039,M
case1039,N
case1039,R
case1039,T
case1039,W
case1039,S
case1039,R
case1039,S
case1039,K
case1039,L
case1039,O
case1039,Q
case1039,Z
case1040,A
case1040,B
case1040,C
case1040,D
case1040,F
case1040,B
case1040,C
case1040,E
case1040,H
case1040,G
case1040,J
case1040,K
case1040,L
case1040,M
case1040,N
case1040,R
case1040,S
case1040,R
case1040,T
case1040,W
case1040,S
case1040,K
case1040,L
case1040,O
case1040,Q
case1040,Z
case1041,A
case1041,B
case1041,C
case1041,D
case1041,F
case1041,B
case1041,C
case1041,E
case1041,H
case1041,G
case1041,J
case1041,K
case1041,L
case1041,O
case1041,P
case1041,R
case1041,T
case1041,W
case1041,T
case1041,W
case1041,S
case1041,K
case1041,L
case1041,O
case1041,Q
case1041,Z
case1042,A
case1042,B
case1042,C
case1042,D
case1042,F
case1042,B
case1042,C
case1042,E
case1042,H
case1042,G
case1042,J
case1042,K
case1042,L
case1042,O
case1042,P
case1042,R
case1042,T
case1042,W
case1042,S
case1042,R
case1042,S
case1042,K
case1042,L
case1042,O
case1042,Q
case1042,Z
case1043,A
case1043,B
case1043,C
case1043,D
case1043,F
case1043,B
case1043,C
case1043,E
case1043,H
case1043,G
case1043,J
case1043,K
case1043,L
case1043,O
case1043,P
case1043,R
case1043,S
case1043,R
case1043,T
case1043,W
case1043,S
case1043,K
case1043,L
case1043,O
case1043,Q
case1043,Z
case1044,A
case1044,B
case1044,C
case1044,D
case1044,F
case1044,B
case1044,C
case1044,E
case1044,H
case1044,G
case1044,J
case1044,K
case1044,N
case1044,R
case1044,T
case1044,W
case1044,T
case1044,W
case1044,S
case1044,K
case1044,L
case1044,M
case1044,L
case1044,O
case1044,Q
case1044,Z
case1045,A
case1045,B
case1045,C
case1045,D
case1045,F
case1045,B
case1045,C
case1045,E
case1045,H
case1045,G
case1045,J
case1045,K
case1045,N
case1045,R
case1045,T
case1045,W
case1045,T
case1045,W
case1045,S
case1045,R
case1045,S
case1045,K
case1045,L
case1045,O
case1045,Q
case1045,Z
case1046,A
case1046,B
case1046,C
case1046,D
case1046,F
case1046,B
case1046,C
case1046,E
case1046,H
case1046,G
case1046,J
case1046,K
case1046,N
case1046,R
case1046,T
case1046,W
case1046,S
case1046,R
case1046,T
case1046,W
case1046,S
case1046,K
case1046,L
case1046,O
case1046,Q
case1046,Z
case1047,A
case1047,B
case1047,C
case1047,D
case1047,F
case1047,B
case1047,C
case1047,E
case1047,H
case1047,G
case1047,J
case1047,K
case1047,N
case1047,R
case1047,T
case1047,W
case1047,S
case1047,R
case1047,S
case1047,K
case1047,L
case1047,M
case1047,L
case1047,O
case1047,Q
case1047,Z
case1048,A
case1048,B
case1048,C
case1048,D
case1048,F
case1048,B
case1048,C
case1048,E
case1048,H
case1048,G
case1048,J
case1048,K
case1048,N
case1048,R
case1048,S
case1048,R
case1048,T
case1048,W
case1048,T
case1048,W
case1048,S
case1048,K
case1048,L
case1048,O
case1048,Q
case1048,Z
case1049,A
case1049,B
case1049,C
case1049,D
case1049,F
case1049,B
case1049,C
case1049,E
case1049,H
case1049,G
case1049,J
case1049,K
case1049,N
case1049,R
case1049,S
case1049,R
case1049,T
case1049,W
case1049,S
case1049,K
case1049,L
case1049,M
case1049,L
case1049,O
case1049,Q
case1049,Z
case1050,A
case1050,B
case1050,C
case1050,D
case1050,F
case1050,B
case1050,C
case1050,E
case1050,G
case1050,H
case1050,J
case1050,R
case1050,T
case1050,W
case1050,T
case1050,W
case1050,S
case1050,K
case1050,L
case1050,M
case1050,N
case1050,K
case1050,L
case1050,O
case1050,Q
case1050,Z
case1051,A
case1051,B
case1051,C
case1051,D
case1051,F
case1051,B
case1051,C
case1051,E
case1051,G
case1051,H
case1051,J
case1051,R
case1051,T
case1051,W
case1051,T
case1051,W
case1051,S
case1051,K
case1051,L
case1051,O
case1051,P
case1051,K
case1051,L
case1051,O
case1051,Q
case1051,Z
case1052,A
case1052,B
case1052,C
case1052,D
case1052,F
case1052,B
case1052,C
case1052,E
case1052,G
case1052,H
case1052,J
case1052,R
case1052,T
case1052,W
case1052,T
case1052,W
case1052,S
case1052,K
case1052,N
case1052,K
case1052,L
case1052,M
case1052,L
case1052,O
case1052,Q
case1052,Z
case1053,A
case1053,B
case1053,C
case1053,D
case1053,F
case1053,B
case1053,C
case1053,E
case1053,G
case1053,H
case1053,J
case1053,R
case1053,T
case1053,W
case1053,T
case1053,W
case1053,S
case1053,K
case1053,N
case1053,R
case1053,S
case1053,K
case1053,L
case1053,O
case1053,Q
case1053,Z
case1054,A
case1054,B
case1054,C
case1054,D
case1054,F
case1054,B
case1054,C
case1054,E
case1054,G
case1054,H
case1054,J
case1054,R
case1054,T
case1054,W
case1054,T
case1054,W
case1054,S
case1054,R
case1054,S
case1054,K
case1054,L
case1054,M
case1054,L
case1054,O
case1054,Q
case1054,Z
case1055,A
case1055,B
case1055,C
case1055,D
case1055,F
case1055,B
case1055,C
case1055,E
case1055,G
case1055,H
case1055,J
case1055,R
case1055,T
case1055,W
case1055,T
case1055,W
case1055,S
case1055,R
case1055,S
case1055,K
case1055,N
case1055,K
case1055,L
case1055,O
case1055,Q
case1055,Z
case1056,A
case1056,B
case1056,C
case1056,D
case1056,F
case1056,B
case1056,C
case1056,E
case1056,G
case1056,H
case1056,J
case1056,R
case1056,T
case1056,W
case1056,S
case1056,K
case1056,L
case1056,M
case1056,N
case1056,R
case1056,S
case1056,K
case1056,L
case1056,O
case1056,Q
case1056,Z
case1057,A
case1057,B
case1057,C
case1057,D
case1057,F
case1057,B
case1057,C
case1057,E
case1057,G
case1057,H
case1057,J
case1057,R
case1057,T
case1057,W
case1057,S
case1057,K
case1057,L
case1057,O
case1057,P
case1057,R
case1057,S
case1057,K
case1057,L
case1057,O
case1057,Q
case1057,Z
case1058,A
case1058,B
case1058,C
case1058,D
case1058,F
case1058,B
case1058,C
case1058,E
case1058,G
case1058,H
case1058,J
case1058,R
case1058,T
case1058,W
case1058,S
case1058,K
case1058,N
case1058,R
case1058,T
case1058,W
case1058,S
case1058,K
case1058,L
case1058,O
case1058,Q
case1058,Z
case1059,A
case1059,B
case1059,C
case1059,D
case1059,F
case1059,B
case1059,C
case1059,E
case1059,G
case1059,H
case1059,J
case1059,R
case1059,T
case1059,W
case1059,S
case1059,K
case1059,N
case1059,R
case1059,S
case1059,K
case1059,L
case1059,M
case1059,L
case1059,O
case1059,Q
case1059,Z
case1060,A
case1060,B
case1060,C
case1060,D
case1060,F
case1060,B
case1060,C
case1060,E
case1060,G
case1060,H
case1060,J
case1060,R
case1060,T
case1060,W
case1060,S
case1060,R
case1060,T
case1060,W
case1060,S
case1060,K
case1060,L
case1060,M
case1060,L
case1060,O
case1060,Q
case1060,Z
case1061,A
case1061,B
case1061,C
case1061,D
case1061,F
case1061,B
case1061,C
case1061,E
case1061,G
case1061,H
case1061,J
case1061,R
case1061,T
case1061,W
case1061,S
case1061,R
case1061,T
case1061,W
case1061,S
case1061,K
case1061,N
case1061,K
case1061,L
case1061,O
case1061,Q
case1061,Z
case1062,A
case1062,B
case1062,C
case1062,D
case1062,F
case1062,B
case1062,C
case1062,E
case1062,G
case1062,H
case1062,J
case1062,R
case1062,T
case1062,W
case1062,S
case1062,R
case1062,S
case1062,K
case1062,L
case1062,M
case1062,N
case1062,K
case1062,L
case1062,O
case1062,Q
case1062,Z
case1063,A
case1063,B
case1063,C
case1063,D
case1063,F
case1063,B
case1063,C
case1063,E
case1063,G
case1063,H
case1063,J
case1063,R
case1063,T
case1063,W
case1063,S
case1063,R
case1063,S
case1063,K
case1063,L
case1063,O
case1063,P
case1063,K
case1063,L
case1063,O
case1063,Q
case1063,Z
case1064,A
case1064,B
case1064,C
case1064,D
case1064,F
case1064,B
case1064,C
case1064,E
case1064,G
case1064,H
case1064,J
case1064,R
case1064,T
case1064,W
case1064,S
case1064,R
case1064,S
case1064,K
case1064,N
case1064,K
case1064,L
case1064,M
case1064,L
case1064,O
case1064,Q
case1064,Z
case1065,A
case1065,B
case1065,C
case1065,D
case1065,F
case1065,B
case1065,C
case1065,E
case1065,G
case1065,H
case1065,J
case1065,R
case1065,S
case1065,K
case1065,L
case1065,M
case1065,N
case1065,R
case1065,T
case1065,W
case1065,S
case1065,K
case1065,L
case1065,O
case1065,Q
case1065,Z
case1066,A
case1066,B
case1066,C
case1066,D
case1066,F
case1066,B
case1066,C
case1066,E
case1066,G
case1066,H
case1066,J
case1066,R
case1066,S
case1066,K
case1066,L
case1066,O
case1066,P
case1066,R
case1066,T
case1066,W
case1066,S
case1066,K
case1066,L
case1066,O
case1066,Q
case1066,Z
case1067,A
case1067,B
case1067,C
case1067,D
case1067,F
case1067,B
case1067,C
case1067,E
case1067,G
case1067,H
case1067,J
case1067,R
case1067,S
case1067,K
case1067,N
case1067,R
case1067,T
case1067,W
case1067,T
case1067,W
case1067,S
case1067,K
case1067,L
case1067,O
case1067,Q
case1067,Z
case1068,A
case1068,B
case1068,C
case1068,D
case1068,F
case1068,B
case1068,C
case1068,E
case1068,G
case1068,H
case1068,J
case1068,R
case1068,S
case1068,K
case1068,N
case1068,R
case1068,T
case1068,W
case1068,S
case1068,K
case1068,L
case1068,M
case1068,L
case1068,O
case1068,Q
case1068,Z
case1069,A
case1069,B
case1069,C
case1069,D
case1069,F
case1069,B
case1069,C
case1069,E
case1069,G
case1069,H
case1069,J
case1069,R
case1069,S
case1069,R
case1069,T
case1069,W
case1069,T
case1069,W
case1069,S
case1069,K
case1069,L
case1069,M
case1069,L
case1069,O
case1069,Q
case1069,Z
case1070,A
case1070,B
case1070,C
case1070,D
case1070,F
case1070,B
case1070,C
case1070,E
case1070,G
case1070,H
case1070,J
case1070,R
case1070,S
case1070,R
case1070,T
case1070,W
case1070,T
case1070,W
case1070,S
case1070,K
case1070,N
case1070,K
case1070,L
case1070,O
case1070,Q
case1070,Z
case1071,A
case1071,B
case1071,C
case1071,D
case1071,F
case1071,B
case1071,C
case1071,E
case1071,G
case1071,H
case1071,J
case1071,R
case1071,S
case1071,R
case1071,T
case1071,W
case1071,S
case1071,K
case1071,L
case1071,M
case1071,N
case1071,K
case1071,L
case1071,O
case1071,Q
case1071,Z
case1072,A
case1072,B
case1072,C
case1072,D
case1072,F
case1072,B
case1072,C
case1072,E
case1072,G
case1072,H
case1072,J
case1072,R
case1072,S
case1072,R
case1072,T
case1072,W
case1072,S
case1072,K
case1072,L
case1072,O
case1072,P
case1072,K
case1072,L
case1072,O
case1072,Q
case1072,Z
case1073,A
case1073,B
case1073,C
case1073,D
case1073,F
case1073,B
case1073,C
case1073,E
case1073,G
case1073,H
case1073,J
case1073,R
case1073,S
case1073,R
case1073,T
case1073,W
case1073,S
case1073,K
case1073,N
case1073,K
case1073,L
case1073,M
case1073,L
case1073,O
case1073,Q
case1073,Z
case1074,A
case1074,B
case1074,C
case1074,D
case1074,F
case1074,B
case1074,C
case1074,E
case1074,G
case1074,H
case1074,J
case1074,K
case1074,L
case1074,M
case1074,N
case1074,R
case1074,T
case1074,W
case1074,T
case1074,W
case1074,S
case1074,K
case1074,L
case1074,O
case1074,Q
case1074,Z
case1075,A
case1075,B
case1075,C
case1075,D
case1075,F
case1075,B
case1075,C
case1075,E
case1075,G
case1075,H
case1075,J
case1075,K
case1075,L
case1075,M
case1075,N
case1075,R
case1075,T
case1075,W
case1075,S
case1075,R
case1075,S
case1075,K
case1075,L
case1075,O
case1075,Q
case1075,Z
case1076,A
case1076,B
case1076,C
case1076,D
case1076,F
case1076,B
case1076,C
case1076,E
case1076,G
case1076,H
case1076,J
case1076,K
case1076,L
case1076,M
case1076,N
case1076,R
case1076,S
case1076,R
case1076,T
case1076,W
case1076,S
case1076,K
case1076,L
case1076,O
case1076,Q
case1076,Z
case1077,A
case1077,B
case1077,C
case1077,D
case1077,F
case1077,B
case1077,C
case1077,E
case1077,G
case1077,H
case1077,J
case1077,K
case1077,L
case1077,O
case1077,P
case1077,R
case1077,T
case1077,W
case1077,T
case1077,W
case1077,S
case1077,K
case1077,L
case1077,O
case1077,Q
case1077,Z
case1078,A
case1078,B
case1078,C
case1078,D
case1078,F
case1078,B
case1078,C
case1078,E
case1078,G
case1078,H
case1078,J
case1078,K
case1078,L
case1078,O
case1078,P
case1078,R
case1078,T
case1078,W
case1078,S
case1078,R
case1078,S
case1078,K
case1078,L
case1078,O
case1078,Q
case1078,Z
case1079,A
case1079,B
case1079,C
case1079,D
case1079,F
case1079,B
case1079,C
case1079,E
case1079,G
case1079,H
case1079,J
case1079,K
case1079,L
case1079,O
case1079,P
case1079,R
case1079,S
case1079,R
case1079,T
case1079,W
case1079,S
case1079,K
case1079,L
case1079,O
case1079,Q
case1079,Z
case1080,A
case1080,B
case1080,C
case1080,D
case1080,F
case1080,B
case1080,C
case1080,E
case1080,G
case1080,H
case1080,J
case1080,K
case1080,N
case1080,R
case1080,T
case1080,W
case1080,T
case1080,W
case1080,S
case1080,K
case1080,L
case1080,M
case1080,L
case1080,O
case1080,Q
case1080,Z
case1081,A
case1081,B
case1081,C
case1081,D
case1081,F
case1081,B
case1081,C
case1081,E
case1081,G
case1081,H
case1081,J
case1081,K
case1081,N
case1081,R
case1081,T
case1081,W
case1081,T
case1081,W
case1081,S
case1081,R
case1081,S
case1081,K
case1081,L
case1081,O
case1081,Q
case1081,Z
case1082,A
case1082,B
case1082,C
case1082,D
case1082,F
case1082,B
case1082,C
case1082,E
case1082,G
case1082,H
case1082,J
case1082,K
case1082,N
case1082,R
case1082,T
case1082,W
case1082,S
case1082,R
case1082,T
case1082,W
case1082,S
case1082,K
case1082,L
case1082,O
case1082,Q
case1082,Z
case1083,A
case1083,B
case1083,C
case1083,D
case1083,F
case1083,B
case1083,C
case1083,E
case1083,G
case1083,H
case1083,J
case1083,K
case1083,N
case1083,R
case1083,T
case1083,W
case1083,S
case1083,R
case1083,S
case1083,K
case1083,L
case1083,M
case1083,L
case1083,O
case1083,Q
case1083,Z
case1084,A
case1084,B
case1084,C
case1084,D
case1084,F
case1084,B
case1084,C
case1084,E
case1084,G
case1084,H
case1084,J
case1084,K
case1084,N
case1084,R
case1084,S
case1084,R
case1084,T
case1084,W
case1084,T
case1084,W
case1084,S
case1084,K
case1084,L
case1084,O
case1084,Q
case1084,Z
case1085,A
case1085,B
case1085,C
case1085,D
case1085,F
case1085,B
case1085,C
case1085,E
case1085,G
case1085,H
case1085,J
case1085,K
case1085,N
case1085,R
case1085,S
case1085,R
case1085,T
case1085,W
case1085,S
case1085,K
case1085,L
case1085,M
case1085,L
case1085,O
case1085,Q
case1085,Z
case1086,A
case1086,B
case1086,C
case1086,D
case1086,F
case1086,B
case1086,C
case1086,E
case1086,H
case1086,G
case1086,J
case1086,R
case1086,T
case1086,W
case1086,S
case1086,K
case1086,L
case1086,M
case1086,L
case1086,M
case1086,N
case1086,K
case1086,N
case1086,R
case1086,T
case1086,Y
case1086,Z
case1087,A
case1087,B
case1087,C
case1087,D
case1087,F
case1087,B
case1087,C
case1087,E
case1087,H
case1087,G
case1087,J
case1087,R
case1087,T
case1087,W
case1087,S
case1087,K
case1087,L
case1087,M
case1087,L
case1087,O
case1087,P
case1087,K
case1087,N
case1087,R
case1087,T
case1087,Y
case1087,Z
case1088,A
case1088,B
case1088,C
case1088,D
case1088,F
case1088,B
case1088,C
case1088,E
case1088,H
case1088,G
case1088,J
case1088,R
case1088,T
case1088,W
case1088,S
case1088,K
case1088,L
case1088,M
case1088,N
case1088,K
case1088,L
case1088,M
case1088,N
case1088,R
case1088,T
case1088,Y
case1088,Z
case1089,A
case1089,B
case1089,C
case1089,D
case1089,F
case1089,B
case1089,C
case1089,E
case1089,H
case1089,G
case1089,J
case1089,R
case1089,T
case1089,W
case1089,S
case1089,K
case1089,L
case1089,M
case1089,N
case1089,K
case1089,L
case1089,O
case1089,P
case1089,R
case1089,T
case1089,Y
case1089,Z
case1090,A
case1090,B
case1090,C
case1090,D
case1090,F
case1090,B
case1090,C
case1090,E
case1090,H
case1090,G
case1090,J
case1090,R
case1090,T
case1090,W
case1090,S
case1090,K
case1090,L
case1090,O
case1090,P
case1090,K
case1090,L
case1090,M
case1090,N
case1090,R
case1090,T
case1090,Y
case1090,Z
case1091,A
case1091,B
case1091,C
case1091,D
case1091,F
case1091,B
case1091,C
case1091,E
case1091,H
case1091,G
case1091,J
case1091,R
case1091,T
case1091,W
case1091,S
case1091,K
case1091,L
case1091,O
case1091,P
case1091,K
case1091,L
case1091,O
case1091,P
case1091,R
case1091,T
case1091,Y
case1091,Z
case1092,A
case1092,B
case1092,C
case1092,D
case1092,F
case1092,B
case1092,C
case1092,E
case1092,H
case1092,G
case1092,J
case1092,R
case1092,T
case1092,W
case1092,S
case1092,K
case1092,N
case1092,K
case1092,L
case1092,M
case1092,L
case1092,M
case1092,N
case1092,R
case1092,T
case1092,Y
case1092,Z
case1093,A
case1093,B
case1093,C
case1093,D
case1093,F
case1093,B
case1093,C
case1093,E
case1093,H
case1093,G
case1093,J
case1093,R
case1093,T
case1093,W
case1093,S
case1093,K
case1093,N
case1093,K
case1093,L
case1093,M
case1093,L
case1093,O
case1093,P
case1093,R
case1093,T
case1093,Y
case1093,Z
case1094,A
case1094,B
case1094,C
case1094,D
case1094,F
case1094,B
case1094,C
case1094,E
case1094,H
case1094,G
case1094,J
case1094,R
case1094,S
case1094,K
case1094,L
case1094,M
case1094,L
case1094,M
case1094,N
case1094,K
case1094,N
case1094,R
case1094,T
case1094,W
case1094,T
case1094,Y
case1094,Z
case1095,A
case1095,B
case1095,C
case1095,D
case1095,F
case1095,B
case1095,C
case1095,E
case1095,H
case1095,G
case1095,J
case1095,R
case1095,S
case1095,K
case1095,L
case1095,M
case1095,L
case1095,O
case1095,P
case1095,K
case1095,N
case1095,R
case1095,T
case1095,W
case1095,T
case1095,Y
case1095,Z
case1096,A
case1096,B
case1096,C
case1096,D
case1096,F
case1096,B
case1096,C
case1096,E
case1096,H
case1096,G
case1096,J
case1096,R
case1096,S
case1096,K
case1096,L
case1096,M
case1096,N
case1096,K
case1096,L
case1096,M
case1096,N
case1096,R
case1096,T
case1096,W
case1096,T
case1096,Y
case1096,Z
case1097,A
case1097,B
case1097,C
case1097,D
case1097,F
case1097,B
case1097,C
case1097,E
case1097,H
case1097,G
case1097,J
case1097,R
case1097,S
case1097,K
case1097,L
case1097,M
case1097,N
case1097,K
case1097,L
case1097,O
case1097,P
case1097,R
case1097,T
case1097,W
case1097,T
case1097,Y
case1097,Z
case1098,A
case1098,B
case1098,C
case1098,D
case1098,F
case1098,B
case1098,C
case1098,E
case1098,H
case1098,G
case1098,J
case1098,R
case1098,S
case1098,K
case1098,L
case1098,O
case1098,P
case1098,K
case1098,L
case1098,M
case1098,N
case1098,R
case1098,T
case1098,W
case1098,T
case1098,Y
case1098,Z
case1099,A
case1099,B
case1099,C
case1099,D
case1099,F
case1099,B
case1099,C
case1099,E
case1099,H
case1099,G
case1099,J
case1099,R
case1099,S
case1099,K
case1099,L
case1099,O
case1099,P
case1099,K
case1099,L
case1099,O
case1099,P
case1099,R
case1099,T
case1099,W
case1099,T
case1099,Y
case1099,Z
case1100,A
case1100,B
case1100,C
case1100,D
case1100,F
case1100,B
case1100,C
case1100,E
case1100,H
case1100,G
case1100,J
case1100,R
case1100,S
case1100,K
case1100,N
case1100,K
case1100,L
case1100,M
case1100,L
case1100,M
case1100,N
case1100,R
case1100,T
case1100,W
case1100,T
case1100,Y
case1100,Z
case1101,A
case1101,B
case1101,C
case1101,D
case1101,F
case1101,B
case1101,C
case1101,E
case1101,H
case1101,G
case1101,J
case1101,R
case1101,S
case1101,K
case1101,N
case1101,K
case1101,L
case1101,M
case1101,L
case1101,O
case1101,P
case1101,R
case1101,T
case1101,W
case1101,T
case1101,Y
case1101,Z
case1102,A
case1102,B
case1102,C
case1102,D
case1102,F
case1102,B
case1102,C
case1102,E
case1102,H
case1102,G
case1102,J
case1102,K
case1102,L
case1102,M
case1102,L
case1102,M
case1102,N
case1102,K
case1102,N
case1102,R
case1102,T
case1102,W
case1102,S
case1102,R
case1102,T
case1102,Y
case1102,Z
case1103,A
case1103,B
case1103,C
case1103,D
case1103,F
case1103,B
case1103,C
case1103,E
case1103,H
case1103,G
case1103,J
case1103,K
case1103,L
case1103,M
case1103,L
case1103,M
case1103,N
case1103,K
case1103,N
case1103,R
case1103,S
case1103,R
case1103,T
case1103,W
case1103,T
case1103,Y
case1103,Z
case1104,A
case1104,B
case1104,C
case1104,D
case1104,F
case1104,B
case1104,C
case1104,E
case1104,H
case1104,G
case1104,J
case1104,K
case1104,L
case1104,M
case1104,L
case1104,M
case1104,N
case1104,R
case1104,T
case1104,W
case1104,S
case1104,K
case1104,N
case1104,R
case1104,T
case1104,Y
case1104,Z
case1105,A
case1105,B
case1105,C
case1105,D
case1105,F
case1105,B
case1105,C
case1105,E
case1105,H
case1105,G
case1105,J
case1105,K
case1105,L
case1105,M
case1105,L
case1105,M
case1105,N
case1105,R
case1105,S
case1105,K
case1105,N
case1105,R
case1105,T
case1105,W
case1105,T
case1105,Y
case1105,Z
case1106,A
case1106,B
case1106,C
case1106,D
case1106,F
case1106,B
case1106,C
case1106,E
case1106,H
case1106,G
case1106,J
case1106,K
case1106,L
case1106,M
case1106,L
case1106,O
case1106,P
case1106,R
case1106,T
case1106,W
case1106,S
case1106,K
case1106,N
case1106,R
case1106,T
case1106,Y
case1106,Z
case1107,A
case1107,B
case1107,C
case1107,D
case1107,F
case1107,B
case1107,C
case1107,E
case1107,H
case1107,G
case1107,J
case1107,K
case1107,L
case1107,M
case1107,L
case1107,O
case1107,P
case1107,R
case1107,S
case1107,K
case1107,N
case1107,R
case1107,T
case1107,W
case1107,T
case1107,Y
case1107,Z
case1108,A
case1108,B
case1108,C
case1108,D
case1108,F
case1108,B
case1108,C
case1108,E
case1108,H
case1108,G
case1108,J
case1108,K
case1108,L
case1108,M
case1108,L
case1108,O
case1108,P
case1108,K
case1108,N
case1108,R
case1108,T
case1108,W
case1108,S
case1108,R
case1108,T
